Cell name	Sample name	Condition	Stage	General_classification	PMN clusters	Expressed genes	Mitochondrial reads percent	Ribosomal reads percent	Total count
373462	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	810	0.44120000000000004	0.0339	5893
677476	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	743	0.86739999999999995	0.044499999999999998	4496
44115	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	879	0.39909999999999995	0.072599999999999998	5513
549923	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	864	0.72839999999999994	0.064299999999999996	4668
793269	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	862	0.24650000000000002	0.075800000000000006	5274
116601	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	850	0.69379999999999997	0.13489999999999999	5189
525945	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	810	0.51789999999999992	0.0843	8303
630559	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	820	0.69750000000000001	0.14679999999999999	2724
830685	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	902	0.21640000000000001	0.092799999999999994	6469
180702	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	932	0.63919999999999999	0.0123	8135
646204	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	804	1.4281999999999999	0.10579999999999999	3781
604125	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	873	0.45649999999999996	0.097799999999999998	3067
615635	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	809	0.27550000000000002	0.045899999999999996	4355
663252	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	942	1.4448000000000001	0.066699999999999995	4499
105931	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	872	0.51669999999999994	0.081600000000000006	3677
441079	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	857	0.17570000000000002	0.075299999999999992	3984
118716	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	811	0.96050000000000002	0.12809999999999999	6247
266670	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	817	0.86020000000000008	0.085999999999999993	2325
471745	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	848	0.79290000000000005	0.054100000000000002	5549
4321	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	929	0.32450000000000001	0.1298	4622
785013	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	912	0.26250000000000001	0.078700000000000006	3810
152376	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	711	1.5731999999999999	0.121	2479
570630	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	1025	1.0373999999999999	0.21840000000000001	3663
30946	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	861	0.34470000000000001	0.098500000000000004	4062
529109	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	757	1.5809	0.070800000000000002	4238
785805	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	802	0.44159999999999999	0.044200000000000003	4529
197529	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	845	1.0277000000000001	0.062299999999999994	3211
713010	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	913	0.70750000000000002	0.062899999999999998	6360
183974	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	851	0.57089999999999996	0.15109999999999998	5955
422819	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	777	0.72389999999999999	0.13159999999999999	3039
733161	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	810	0.70020000000000004	0.10300000000000001	4856
327079	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	860	0.43629999999999997	0.079299999999999995	2521
19932	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	885	0.81829999999999992	0.10490000000000001	4766
698449	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	847	0.76849999999999996	0.072000000000000008	4164
262751	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	789	0.96439999999999992	0.080399999999999999	3733
115483	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	858	0.55659999999999998	0.017399999999999999	5749
524124	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	773	0.88260000000000005	0.066200000000000009	4532
770621	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	878	0.84950000000000003	0.20119999999999999	4473
287758	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	812	0.58860000000000001	0.080299999999999996	3738
205009	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	868	0.061200000000000004	0.12240000000000001	3267
91364	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	809	0.28889999999999999	0	4846
195804	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	866	0.43030000000000002	0.1147	3486
93008	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	903	0.63109999999999999	0.046199999999999998	6497
312069	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	808	0.43680000000000002	0.056400000000000006	7097
692408	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	816	0.58520000000000005	0.11379999999999998	6152
544542	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	840	0.3962	0.1981	4543
881854	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	947	0.6371	0.1593	4395
761911	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	787	0.34670000000000001	0.11559999999999999	3461
868960	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	797	0.79769999999999996	0.079799999999999996	3761
556476	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	797	1.1499999999999999	0.025000000000000001	4000
77	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	907	0.62550000000000006	0.020199999999999999	4956
724260	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	936	0.29510000000000003	0.090799999999999992	4405
753271	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	871	0.46340000000000003	0.066200000000000009	6042
217127	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	837	0.63200000000000001	0.10829999999999999	5538
745193	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	953	0.53980000000000006	0.044999999999999998	4446
212050	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	846	0.47770000000000001	0.1137	4396
800793	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	878	0.60949999999999993	0.18920000000000001	4758
378834	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	857	0.3049	0.0235	4264
138050	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	895	1.0366	0.13819999999999999	2894
117256	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	882	0.60999999999999999	0.1694	2951
514180	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	885	0.70579999999999998	0.14599999999999999	4109
108343	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	902	0.94079999999999997	0.099000000000000005	4039
473231	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	812	0.84889999999999999	0.048500000000000001	4123
118922	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	882	0.28900000000000003	0.041300000000000003	7267
356113	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	809	0.57440000000000002	0.050000000000000003	4004
749459	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	758	0.7985000000000001	0.25409999999999999	2755
790162	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	794	0.46239999999999998	0.077100000000000002	3893
24743	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	756	0.30159999999999998	0.082299999999999998	3647
873133	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	816	1.992	0.21250000000000002	3765
694814	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	825	0.28989999999999999	0.018100000000000002	5519
562726	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	781	0.51960000000000006	0.17319999999999999	3464
339989	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	832	0.72509999999999997	0.0315	3172
386142	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	864	0.37209999999999999	0.10629999999999999	5643
779282	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	832	0.7571	0.094600000000000004	3170
381252	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	905	0.52969999999999995	0.079399999999999998	3776
794834	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	750	0.31409999999999999	0.1047	3820
158717	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	872	1.1322999999999999	0.0419	4769
1968	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	934	0.58310000000000006	0.042700000000000002	7031
288617	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	724	0.75350000000000006	0.28700000000000003	2787
829204	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	765	0.60939999999999994	0.060899999999999996	3282
436100	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	876	0.27439999999999998	0.0499	4009
271848	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	905	0.49009999999999998	0.049000000000000002	4081
357441	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	936	0.79489999999999994	0.159	3145
652154	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	1006	0.48929999999999996	0.027199999999999998	7357
614866	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	758	0.61099999999999999	0.13090000000000002	4583
36950	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	804	0.24829999999999999	0.049700000000000008	6042
401744	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	893	0.65920000000000001	0.1318	4551
20284	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	836	0.30459999999999998	0.083100000000000007	3611
236739	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	717	1.0066999999999999	0.1033	3874
683683	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	857	0.3967	0.066100000000000006	6050
727331	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	874	0.47080000000000005	0.064899999999999999	6160
36306	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	893	0.57140000000000002	0.098000000000000004	6125
46423	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	831	1.2418	0.10349999999999999	2899
452315	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	846	0.39079999999999998	0.1628	3071
868942	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	828	0.47349999999999998	0.1578	4435
184003	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	851	0.51429999999999998	0.12340000000000001	4861
725075	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	840	0.78120000000000001	0.28210000000000002	4608
657310	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	892	0.74890000000000001	0.063699999999999993	6276
804545	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	839	0.73239999999999994	0.1608	5598
135535	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	782	1.1549	0.27879999999999999	2511
690140	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	799	0.34989999999999999	0.1077	3715
87579	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	822	0.30409999999999998	0.040499999999999994	4933
691146	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	901	1.179	0.090700000000000003	3308
424565	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	749	0.31979999999999997	0.032000000000000001	3127
235766	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	914	0.86680000000000001	0.12039999999999999	4153
226759	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	886	0.31080000000000002	0.069099999999999995	5792
852634	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	886	0.4118	0	5343
75236	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	772	0.66200000000000003	0.034799999999999998	2870
49694	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	831	0.51130000000000009	0.1065	4694
641008	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	826	1.3110999999999999	0.32780000000000004	3966
663557	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	805	0.81300000000000006	0.1232	4059
510736	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	820	0.49670000000000003	0.062100000000000002	3221
798321	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	844	0.20649999999999999	0.031799999999999995	6295
782570	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	831	0.59279999999999999	0.062399999999999997	3205
767673	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	782	0.88889999999999991	0.070199999999999999	4275
66963	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	804	1.2192000000000001	0.106	3773
611279	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	802	0.47759999999999997	0.1153	6072
54718	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	762	0.2407	0.092600000000000002	5402
267126	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	939	0.42059999999999997	0.052600000000000001	5706
798072	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	762	0.44569999999999999	0.046099999999999995	6506
712389	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	820	0.32750000000000001	0.12739999999999999	5496
601697	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	810	0.54089999999999994	0.13519999999999999	4437
155237	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	743	0.56010000000000004	0.098799999999999999	3035
840205	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	962	0.61509999999999998	0.21150000000000002	5202
50542	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	867	1.2526999999999999	0.0659	4550
169935	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	792	0.8508	0.045999999999999999	4349
628182	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	849	0.68369999999999997	0.032600000000000004	6143
621274	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	816	0.55410000000000004	0.14779999999999999	2707
354374	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	871	0.82079999999999997	0.044400000000000002	4508
293227	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	718	0.82620000000000005	0.15889999999999999	3147
686160	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	848	0.66320000000000001	0.069800000000000001	2865
547212	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	750	0.78899999999999992	0.092799999999999994	4309
783829	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	794	0.48780000000000001	0.31359999999999999	2870
20022	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	795	0.64739999999999998	0.11770000000000001	3398
815359	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	810	0.22130000000000002	0.031599999999999996	6326
663187	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	894	0.79679999999999995	0.1094	6401
874866	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	773	0.30959999999999999	0.18579999999999999	3230
249177	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	902	0.47850000000000004	0.2392	5016
198251	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	851	0.30280000000000001	0.1817	3303
140113	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	767	0.39069999999999999	0.065100000000000005	6143
359564	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	904	1.7484	0.1714	2917
184672	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	663	0.58679999999999999	0.1381	2897
127185	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	819	0.56389999999999996	0.062699999999999992	3192
61163	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	755	0.81600000000000006	0	2696
304772	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	880	0.49030000000000001	0.12260000000000001	4895
569889	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	809	0.74609999999999999	0	4155
57209	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	803	0.44289999999999996	0.029500000000000002	3387
274972	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	806	0.95709999999999995	0.12479999999999999	4806
809106	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	793	0.79139999999999988	0.095899999999999999	4170
108752	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	804	0.21189999999999998	0.13250000000000001	3775
429021	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	840	0.69869999999999999	0.10590000000000001	4723
334921	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	757	0.72960000000000003	0.044200000000000003	4523
488429	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	779	0.36759999999999998	0.1414	3536
467620	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	777	0.53870000000000007	0.19389999999999999	4641
53768	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	860	0.54790000000000005	0.072099999999999997	6936
6226	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	887	0.54669999999999996	0.10579999999999999	5670
290131	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	865	0.2303	0.1152	6079
705335	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	828	0.73460000000000003	0.1714	4084
254091	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	765	1.4853000000000001	0.12039999999999999	2491
691253	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	765	0.56629999999999991	0.056599999999999998	3532
377179	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	771	1.1309	0.1696	3537
303740	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	781	0.96609999999999996	0.1104	3623
832312	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	778	0.68840000000000001	0.070599999999999996	5665
86273	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	877	0.4723	0.0843	5928
710051	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	659	0.35609999999999997	0.029700000000000001	3370
85986	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	726	0.28800000000000003	0.057599999999999998	5208
24340	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	895	1.5792000000000002	0.056400000000000006	3546
572339	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	759	1.0897999999999999	0.085999999999999993	3487
782421	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	864	0.68610000000000004	0.12709999999999999	3935
273992	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	797	0.80630000000000002	0.0207	4837
652907	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	787	0.72550000000000003	0.027400000000000001	7305
796143	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	704	0.38290000000000002	0.044999999999999998	4440
767976	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	793	0.29530000000000001	0.068099999999999994	4403
208568	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	811	0.98639999999999994	0.11509999999999999	6083
570791	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	863	0.1741	0.080399999999999999	7466
405335	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	778	0.89650000000000007	0.16300000000000001	2454
533602	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	804	0.34229999999999999	0.10809999999999999	5551
423713	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	818	0.83160000000000001	0.104	3848
61119	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	913	0.30449999999999999	0.1522	3941
63579	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	763	1.0124	0.13500000000000001	4445
622175	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	731	0.41399999999999998	0.13070000000000001	4589
19730	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	766	0.42069999999999996	0.044299999999999999	4516
323291	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	802	0.26220000000000004	0.047699999999999999	4196
650975	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	891	0.10790000000000001	0.021599999999999998	9264
823122	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	905	0.43299999999999994	0.1237	3233
809442	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	810	0.48430000000000001	0.056999999999999995	3510
739595	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	803	0.90159999999999996	0.1706	4104
858650	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	680	0.64460000000000006	0.11210000000000001	3568
201807	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	871	0.50790000000000002	0.063500000000000001	4725
222179	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	840	0.60060000000000002	0.14649999999999999	6826
662626	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	797	0.5413	0	2771
143691	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	748	1.0207000000000002	0.15009999999999998	3331
570117	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	807	0.84880000000000011	0.27010000000000001	2592
177514	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	922	0.91169999999999995	0.091200000000000003	5484
465139	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	782	0.35070000000000001	0.10020000000000001	5988
366721	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	805	0.30349999999999999	0.10709999999999999	5602
837448	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	787	0.63439999999999996	0.087500000000000008	4571
488078	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	791	0.68640000000000001	0.156	3205
651021	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	818	0.3332	0.0877	5702
440548	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	804	0.24320000000000003	0.12160000000000001	4934
345737	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	757	1.159	0.19319999999999998	3106
137239	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	833	0.51090000000000002	0.069699999999999998	4306
754348	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	767	0.72689999999999999	0.045399999999999996	4402
249813	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	732	0.64980000000000004	0.050000000000000003	4001
858104	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	786	0.52039999999999997	0.099099999999999994	4035
96093	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	757	0.3387	0.1129	3543
760964	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	737	0.75380000000000003	0.11169999999999999	3582
515952	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	853	1.3925999999999998	0.096699999999999994	5170
177876	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	890	0.48250000000000004	0.092799999999999994	5389
521421	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	771	0.28889999999999999	0.078799999999999995	3808
502828	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	920	0.6342000000000001	0.1409	4257
849593	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	808	1.1999	0.1532	3917
845306	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	665	0.59100000000000008	0.038100000000000002	5245
13047	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	794	0.46920000000000001	0.14660000000000001	3410
667818	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	867	0.51970000000000005	0.11689999999999999	7697
160386	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	836	0.21820000000000001	0.16370000000000001	3666
234871	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	723	0.86440000000000006	0.10289999999999999	4859
802815	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	776	0.1953	0.13669999999999999	5121
255376	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	756	0.78890000000000005	0.027199999999999998	3676
735900	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	742	0.54549999999999998	0.031199999999999999	6416
447883	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_3	912	0.45750000000000002	0.080699999999999994	7432
760489	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_2	745	0.82130000000000003	0.072499999999999995	4140
698901	CHRONIC_CTRL	CTRL	CHRONIC	Neutrophils	Cluster_1	817	0.65170000000000006	0.0567	3529
