"cell_id","cluster"
"X278806","1"
"X314598","1"
"X822687","2"
"X296271","2"
"X580687","1"
"X312988","1"
"X682125","2"
"X120386","2"
"X478625","1"
"X422337","1"
"X118608","1"
"X686878","2"
"X744241","3"
"X400744","1"
"X216653","1"
"X74153","1"
"X120569","1"
"X111909","1"
"X594324","1"
"X383491","2"
"X216577","1"
"X252959","1"
"X685421","1"
"X442438","1"
"X869060","2"
"X433519","3"
"X493710","1"
"X365189","1"
"X186970","2"
"X460640","1"
"X297790","1"
"X664176","1"
"X270739","1"
"X616295","1"
"X569099","1"
"X187816","1"
"X588725","3"
"X350489","2"
"X703533","2"
"X326349","1"
"X600021","1"
"X15429","2"
"X533006","2"
"X92553","1"
"X306361","1"
"X868492","1"
"X834607","1"
"X432373","1"
"X74897","1"
"X834564","1"
"X834840","1"
"X30212","1"
"X830555","1"
"X402945","1"
"X267098","2"
"X148994","1"
"X34157","1"
"X281214","1"
"X357628","1"
"X246515","1"
"X345556","2"
"X297906","1"
"X499455","1"
"X402256","1"
"X474393","1"
"X452999","1"
"X170530","1"
"X559011","1"
"X343019","1"
"X587933","2"
"X446783","1"
"X600266","1"
"X320145","2"
"X551650","1"
"X528079","2"
"X289349","1"
"X220780","1"
"X665393","1"
"X476311","1"
"X799111","1"
"X767767","2"
"X171909","3"
"X64391","3"
"X79375","1"
"X523075","1"
"X704703","1"
"X628416","1"
"X873343","1"
"X590555","1"
"X317849","1"
"X412136","1"
"X105608","1"
"X640004","3"
"X34578","1"
"X718150","2"
"X169573","1"
"X328580","1"
"X486369.1","2"
"X845756","1"
"X419988","1"
"X441214","1"
"X104928","2"
"X537357","1"
"X815651","1"
"X217939","2"
"X790757","1"
"X291875","1"
"X599669","2"
"X671764","1"
"X641975","2"
"X661340","1"
"X506353","1"
"X409216","1"
"X861413","1"
"X296888","1"
"X695430","1"
"X704696","1"
"X404895","1"
"X470622","2"
"X537364","1"
"X839371","1"
"X167998","1"
"X606028","1"
"X694573","1"
"X323666","1"
"X13999","1"
"X873116","2"
"X221199","2"
"X331001","1"
"X340298","1"
"X563756","1"
"X644904","1"
"X882782","1"
"X166864","2"
"X470894","1"
"X71209","1"
"X659423","1"
"X189087","1"
"X707397","1"
"X574619","2"
"X721900","1"
"X94953","2"
"X608317","1"
"X90920","2"
"X86433","1"
"X156094","1"
"X724289","1"
"X15447","1"
"X259748","1"
"X878042","1"
"X496351","1"
"X352610","3"
"X809755","1"
"X436965","1"
"X203459","1"
"X871355","1"
"X265115","1"
"X384622","2"
"X480627","1"
"X414701","1"
"X359568","2"
"X113094","1"
"X289138","1"
"X35236","2"
"X117387","1"
"X373096","2"
"X132289","1"
"X590625","1"
"X183941","1"
"X682952","1"
"X568218","1"
"X510127","1"
"X184517","1"
"X168434","1"
"X302941","1"
"X665869","1"
"X404588","1"
"X110993","1"
"X638618","1"
"X201542","1"
"X472375","1"
"X394744","1"
"X259749","1"
"X68396","1"
"X292055","1"
"X373198","1"
"X478952","2"
"X12332","1"
"X195876","1"
"X663093","1"
"X51944","1"
"X496733","1"
"X29399","1"
"X712327","2"
"X565457","1"
"X447061","1"
"X788026","1"
"X818389","1"
"X263727","1"
"X823134","1"
"X161224","1"
"X89051","1"
"X417717","1"
"X576437","1"
"X311526","1"
"X228972","1"
"X660468","1"
"X114763","1"
"X212858","2"
"X161316","1"
"X282790","1"
"X424798","2"
"X738584","1"
"X121874","1"
"X356748","2"
"X476526","1"
"X842083","2"
"X527039","1"
"X318507","2"
"X401260","1"
"X383293","1"
"X141931","1"
"X180584","1"
"X470678","1"
"X639354","1"
"X601700","1"
"X642426","1"
"X435107","1"
"X477018","2"
"X631763","2"
"X7036","1"
"X259187","1"
"X175428","1"
"X651919","1"
"X587796","1"
"X168412","2"
"X95479","1"
"X610953","1"
"X576011","1"
"X217224","1"
"X681476","1"
"X625084","1"
"X515005","1"
"X728087","1"
"X663702","1"
"X10946","1"
"X855592","1"
"X849154","1"
"X364037","1"
"X85892","1"
"X807349","2"
"X186089","2"
"X179984","2"
"X296980","1"
"X788132","2"
"X714368","1"
"X292651","2"
"X504358","1"
"X437472","1"
"X572432","1"
"X173703","1"
"X490251","1"
"X411596","1"
"X580887","1"
"X259481","1"
"X772870","2"
"X757183","1"
"X296418","1"
"X377573","2"
"X461551","3"
"X178019","2"
"X236804","1"
"X761023","2"
"X318515","3"
"X588650","2"
"X193152","3"
"X87790","1"
"X111719","1"
"X688628","1"
"X407913","1"
"X189924","1"
"X138344","1"
"X171918","2"
"X163226","2"
"X492261","1"
"X314219","2"
"X803836","1"
"X201168","2"
"X753260","1"
"X443947","1"
"X234587","1"
"X553744","1"
"X240401","1"
"X736236","1"
"X672595","1"
"X690731","1"
"X294495","1"
"X38849","1"
"X242589","1"
"X746516","1"
"X801470","2"
"X577792","2"
"X485218","1"
"X522363","1"
"X305940","1"
"X749931","1"
"X97274","1"
"X166545","1"
"X814021","3"
"X743404","2"
"X180083","1"
"X662000","1"
"X880108","2"
"X556002","1"
"X488043","1"
"X523447","1"
"X120522","1"
"X758564","1"
"X331616","1"
"X782739","1"
"X26844","1"
"X591375","1"
"X381605","1"
"X701337","1"
"X156851","1"
"X77233","1"
"X708938","1"
"X163387","1"
"X410669","2"
"X512707","1"
"X786066","1"
"X671216","1"
"X81588","1"
"X532813","1"
"X486565","1"
"X809993","1"
"X63355","1"
"X644966","2"
"X585133","2"
"X123456","3"
"X219333","2"
"X438754","1"
"X242552","1"
"X147066","2"
"X799324","2"
"X326567","1"
"X868998","2"
"X229420","1"
"X749318","1"
"X872942","1"
"X296412","1"
"X521676","1"
"X128055","1"
"X115319","2"
"X520860","1"
"X247390","1"
"X291366","2"
"X201516","2"
"X329410","1"
"X365128","1"
"X816443","1"
"X595804","1"
"X7532","1"
"X843421","1"
"X786923","1"
"X300810","1"
"X270183","1"
"X671917","1"
"X156896","1"
"X225613","2"
"X241236","2"
"X385936","1"
"X423727","1"
"X54629","1"
"X563494","1"
"X407910","1"
"X736034","1"
"X477353","2"
"X258629","1"
"X376956","2"
"X639847","1"
"X578648","1"
"X409103","1"
"X481329","1"
"X37027","1"
"X401919","1"
"X738539","3"
"X516997","1"
"X58133","3"
"X665137","2"
"X55679","1"
"X304720","1"
"X11432","1"
"X156806","1"
"X225356","2"
"X580992","1"
"X531589","1"
"X357956","1"
"X245994","1"
"X394578","1"
"X144685","1"
"X368664","2"
"X3789","1"
"X192874","3"
"X232370","2"
"X196164","1"
"X302701","1"
"X865370","1"
"X748764","1"
"X386465","1"
"X851084","1"
"X347872","1"
"X833383","2"
"X240163","1"
"X126109","2"
"X341445","1"
"X678959","1"
"X846723","1"
"X183937","1"
"X604886","1"
"X468818","1"
"X525305","1"
"X230620","2"
"X413380","2"
"X487750","1"
"X175108","1"
"X691980","2"
"X409059","2"
"X109625","3"
"X134983","1"
"X777531","1"
"X770572","1"
"X372001","1"
"X757568","1"
"X679121","1"
"X654393","2"
"X408487","1"
"X227567","1"
"X655914","1"
"X366452","1"
"X817756","1"
"X825539","2"
"X308815","1"
"X339561","1"
"X358303","2"
"X7717","1"
"X567258","1"
"X638499","1"
"X468665","1"
"X479041","2"
"X79266","1"
"X523479","1"
"X79310","1"
"X62636","1"
"X118238","1"
"X29007","1"
"X362537","1"
"X549657","2"
"X385131","1"
"X789356","1"
"X150672","1"
"X436246","1"
"X627724","1"
"X716310","1"
"X408409","1"
"X94116","1"
"X788423","1"
"X169182","1"
"X785772","1"
"X729087","1"
"X515665","2"
"X784174","1"
"X338384","1"
"X30402","1"
"X699380","1"
"X274699","1"
"X412094","1"
"X353159","1"
"X772551","1"
"X308001","1"
"X685098","1"
"X590447","1"
"X865383","1"
"X344922","1"
"X637261","1"
"X177810","1"
"X656507","1"
"X736053","1"
"X832589","2"
"X19550","1"
"X417465","1"
"X407481","1"
"X728147","1"
"X519608","1"
"X641482","1"
"X801876","1"
"X348954","1"
"X810402","1"
"X115517","1"
"X26992","1"
"X385929","1"
"X478740","1"
"X60230","2"
"X107062","2"
"X349567","1"
"X593084","1"
"X234315","2"
"X634806","1"
"X163701","1"
"X476523","1"
"X848593","2"
"X543354","1"
"X270747","1"
"X644090","2"
"X8776","2"
"X12567","1"
"X490848","1"
"X379720","1"
"X809319","1"
"X266041","1"
"X368081","1"
"X613511","1"
"X113133","1"
"X635820","1"
"X549867","1"
"X76334","1"
"X334751","1"
"X547140","1"
"X371066","1"
"X878683","2"
"X247994","1"
"X595179","2"
"X518889","2"
"X754385","1"
"X222597","1"
"X354702","1"
"X815257","1"
"X588591","1"
"X880532","1"
"X388775","1"
"X86871","2"
"X547065","1"
"X442265","1"
"X301878","1"
"X111484","1"
"X737874","1"
"X357109","2"
"X742130","1"
"X200401","2"
"X389446","1"
"X444333","2"
"X324050","1"
"X41399","2"
"X728020","1"
"X675219","1"
"X21381","1"
"X121888","2"
"X879456","2"
"X785044","1"
"X597994","1"
"X499077","1"
"X612319","1"
"X818931","1"
"X662925","1"
"X704509","1"
"X175353","1"
"X38525","1"
"X479193","1"
"X234189","1"
"X694249","1"
"X589496","1"
"X486123","1"
"X655960","1"
"X875811","1"
"X223008","1"
